23.14, 8098.955541186431
23.16, 8089.41268484282
23.18, 8102.842807692505
23.259999999999998, 8109.002084545615
23.28, 8101.108031544753
23.3, 8106.505946062053
23.34, 8096.102832230439
23.36, 8087.116336648536
23.46, 8103.5403019890855
23.54, 8098.740686560036
23.560000000000002, 8082.699387594728
23.58, 8070.809323930511
23.6, 8079.225637818119
23.62, 8078.86148723079
23.64, 8073.570796198009
23.66, 8074.707472766491
23.68, 8085.0667867446955
23.96, 8046.053449574496
23.98, 8005.22719470172
24.0, 8007.884739461382
37.04, 3623.392251821369
37.06, 3618.6107431046466
37.08, 3630.4415027974555
37.1, 3615.6374696156727
37.120000000000005, 3617.016999804862
37.14, 3623.214499926372
37.16, 3630.123097546312
37.36, 3629.3008415452464
37.379999999999995, 3631.4745900207913
37.400000000000006, 3620.9991942139236
37.42, 3612.494025450036
37.44, 3609.538180040911
37.46, 3619.6845646417246
37.480000000000004, 3619.985671113131
37.5, 3617.205915707318
37.519999999999996, 3614.495613082143
37.54, 3631.4237111625926
37.8, 3608.8670117676106
37.82, 3600.5670673718805
37.84, 3619.331422817032
51.480000000000004, 2308.0357106225115
51.5, 2302.1912378947186
51.52, 2300.410948490152
51.54, 2307.4327596206595
51.56, 2307.4922274475007
51.58, 2311.174270147676
51.6, 2308.6088852853964
51.7, 2312.53762506724
51.72, 2310.775502342303
51.74, 2310.6156358881835
51.82, 2302.5820340022105
51.84, 2304.6352864871333
51.86, 2314.4076873108024
51.92, 2308.6678789366324
51.94, 2308.7727316469995
51.96, 2304.066523534252
51.980000000000004, 2304.161035740586
52.0, 2307.5793088084843
52.02, 2294.3485358776948
52.04, 2292.7366232804534
60.94, 1748.6450790235838
60.96, 1745.8957332119019
61.14, 1754.4729441336071
62.4, 1748.8527547327549
62.42, 1748.3653856364576
62.44, 1752.222168176194
62.46, 1737.9495595607896
62.480000000000004, 1736.5482415011684
62.5, 1739.9509049574476
62.52, 1743.5387654675058
62.54, 1745.4639319447847
62.56, 1749.1102805458265
62.58, 1750.8369325071217
62.6, 1738.3810398243097
62.620000000000005, 1737.9053784503303
62.64, 1750.822675411648
62.660000000000004, 1750.6215729712903
62.68, 1740.5428581196772
62.7, 1738.614715592098
62.72, 1744.6568675297294
73.84, 1571.7319769751205
73.86, 1575.0964770441233
73.88, 1573.4528977679747
73.94, 1565.8035137738084
73.96000000000001, 1564.2985221512358
73.98, 1565.3351770851646
74.0, 1570.6630248571114
74.02, 1561.956569836825
74.04, 1570.498672836407
79.66, 1566.8843209857766
79.68, 1567.709244990785
79.7, 1558.4873560985245
79.72, 1536.3777260146376
79.74, 1524.7678604316548
79.76, 1531.0204371061986
79.78, 1559.6741476177913
79.84, 1354.4383144637482
79.86, 1280.2583577296557
79.88, 1325.309744912214
79.9, 1456.614539293334
